name,rating
Brora 1981 Chieftain's (K&L),"
      A-      "
Brora 1981 Duncan Taylor (1423),"
      B+      "
Brora 1981 Duncan Taylor (1424),"
      B+      "
Brora 1981 Old Malt Cask,"
      A-      "
Brora 1981 Old Malt Cask 21 yo,"
      B+      "
Brora 1981 Signatory,"
      B+      "
Brora 1981 Signatory (Cask 1517),"
      B      "
Brora 1981 Signatory (Cask 1520),"
      A-      "
Brora 1982 Chieftain's Choice,"
      B      "
Brora 1982 Jewels of Scotland,"
      B+      "
Brora 1982 Old Malt Cask,"
      A-      "
Brora 1982 Premier Barrel,"
      B      "
Brora 1983 Silent Stills,"
      B+      "
Brora 25 (Bottled 2008),"
      A-      "
Brora 30 (2007 Edition),"
      A-      "
Brora 30 (3rd Release),"
      B+      "
Brora 30 (Bottled 2009),"
      A-      "
Brora 35 (2013),"
      A-      "
Brora 35 (2014),"
      A-      "
Brora 37 (2015 Release),"
      A-      "
"Bruichladdich ""Queen of the Moorlands""","
      B-      "
Bruichladdich 10,"
      C+      "
Bruichladdich 10 (Late 1990's),"
      C+      "
Bruichladdich 12,"
      B-      "
Bruichladdich 14 Brunello French Oak ,"
      B-      "
Bruichladdich 15 First Edition,"
      B+      "
Bruichladdich 15 Second Edition,"
      C+      "
Bruichladdich 18 Second Edition,"
      B+      "
Bruichladdich 1966 Hart Brothers,"
      B+      "
Bruichladdich 1969 Duncan Taylor,"
      B+      "
Bruichladdich 1986 Park Avenue,"
      B+      "
Bruichladdich 1990 Gordon & MacPhail Cask Strength,"
      B-      "
Bruichladdich 1990 Scott's Selection,"
      B-      "
Bruichladdich 1990 Signatory Vintage (for K&L),"
      B      "
Bruichladdich 1991 Connoisseurs Choice,"
      C+      "
Bruichladdich 1991 Queen of the Moorlands,"
      B-      "
Bruichladdich 1998 Manzanilla Cask,"
      B-      "
Bruichladdich 2001 Quarts de Chaume Chenin Blanc K&L,"
      D+      "
Bruichladdich 2002 The Perfect Dram,"
      B      "
Bruichladdich 2003 K&L ,"
      B      "
Bruichladdich 2006 Single Cask Nation,"
      B-      "
Bruichladdich 27 Stillman's Dram,"
      B      "
Bruichladdich 3D (2nd Edition),"
      B+      "
Bruichladdich 3D3 (3rd Edition),"
      B      "
Bruichladdich Bere Barely 2006,"
      B      "
Bruichladdich Black Art 1989 #3.1,"
      B      "
Bruichladdich Black Art 1989 First Edition,"
      B      "
Bruichladdich Black Arts 1989 Edition 2.2,"
      C-      "
Bruichladdich Blacker Still,"
      A      "
Bruichladdich BR1 Elements of Islay,"
      B      "
Bruichladdich Carmel Kosher Cask 1989,"
      C      "
Bruichladdich Cuvee 382,"
      B      "
Bruichladdich Cuvee 407,"
      C+      "
Bruichladdich Golder Still,"
      B      "
Bruichladdich Infinity,"
      B      "
Bruichladdich Infinity 2nd Edition,"
      B      "
Bruichladdich Infinity 3rd Edition,"
      B      "
Bruichladdich Islay Barley 2009,"
      B-      "
Bruichladdich Italian Collection 14yr Sassicaia,"
      B      "
Bruichladdich Legacy 3,"
      B-      "
Bruichladdich Legacy 5,"
      B+      "
Bruichladdich Links Carnoustie,"
      B      "
Bruichladdich Links K Club,"
      B      "
Bruichladdich Links Torrey Pines,"
      B-      "
Bruichladdich Links Valhalla,"
      B+      "
Bruichladdich Organic 2003,"
      B      "
Bruichladdich Peat,"
      B-      "
Bruichladdich Redder Still,"
      B      "
Bruichladdich Rocks,"
      B-      "
Bruichladdich The Resurrection Dram,"
      B      "
Bruichladdich Waves,"
      C      "
Bruichladdich X4 + 3,"
      C+      "
Bruichladdich XVII,"
      B+      "
Bruichladdich Yellow Submarine,"
      C+      "
Buffalo Trace,"
      B-      "
Buffalo Trace Experimental 1991 Rediscovered Barrel,"
      B      "
Buffalo Trace Experimental 1993 Rediscovered Barrel,"
      C+      "
Buffalo Trace Experimental Collection 1993 Double Barreled,"
      A-      "
Buffalo Trace Experimental Collection 1995 American Oak Chips Seasoned,"
      B      "
Buffalo Trace Experimental Collection 1995 French Oak Barrel Aged,"
      B      "
Buffalo Trace Experimental Collection 1997 Double Barreled,"
      B+      "
Buffalo Trace Experimental Oat Bourbon,"
      C+      "
Buffalo Trace Experimental Rice Bourbon,"
      B-      "
Buffalo Trace Experimental Rye 'n Barrel (for The Party Source),"
      A-      "
Buffalo Trace Experimental Wheat on Rye (for The Party Source),"
      B+      "
Buffalo Trace Single Barrel (for The Wine Cellar),"
      B-      "
Buffalo Trace Single Oak Barrel 10,"
      B+      "
Buffalo Trace Single Oak Barrel 100,"
      C+      "
Buffalo Trace Single Oak Barrel 104,"
      B      "
Buffalo Trace Single Oak Barrel 106,"
      B      "
Buffalo Trace Single Oak Barrel 110,"
      B-      "
Buffalo Trace Single Oak Barrel 120,"
      B      "
Buffalo Trace Single Oak Barrel 125,"
      B-      "
Buffalo Trace Single Oak Barrel 127,"
      B-      "
Buffalo Trace Single Oak Barrel 131,"
      B-      "
Buffalo Trace Single Oak Barrel 132,"
      B      "
Buffalo Trace Single Oak Barrel 136,"
      B      "
Buffalo Trace Single Oak Barrel 138,"
      B-      "
Buffalo Trace Single Oak Barrel 14,"
      B      "
Buffalo Trace Single Oak Barrel 142,"
      B      "
Buffalo Trace Single Oak Barrel 152,"
      C+      "
Buffalo Trace Single Oak Barrel 157,"
      B      "
Buffalo Trace Single Oak Barrel 159,"
      B-      "
Buffalo Trace Single Oak Barrel 163,"
      C+      "
Buffalo Trace Single Oak Barrel 164,"
      B-      "
Buffalo Trace Single Oak Barrel 167,"
      C+      "
Buffalo Trace Single Oak Barrel 170,"
      B      "
Buffalo Trace Single Oak Barrel 174,"
      B      "
Buffalo Trace Single Oak Barrel 184,"
      B      "
Buffalo Trace Single Oak Barrel 189,"
      B-      "
Buffalo Trace Single Oak Barrel 191,"
      B-      "
Buffalo Trace Single Oak Barrel 24,"
      B-      "
Buffalo Trace Single Oak Barrel 29,"
      B-      "
Buffalo Trace Single Oak Barrel 3,"
      C+      "
Buffalo Trace Single Oak Barrel 31,"
      B      "
Buffalo Trace Single Oak Barrel 35 ,"
      B-      "
Buffalo Trace Single Oak Barrel 36,"
      B-      "
Buffalo Trace Single Oak Barrel 4,"
      C+      "
Buffalo Trace Single Oak Barrel 40,"
      B      "
Buffalo Trace Single Oak Barrel 42,"
      B-      "
Buffalo Trace Single Oak Barrel 46,"
      B-      "
Buffalo Trace Single Oak Barrel 56,"
      C+      "
Buffalo Trace Single Oak Barrel 61,"
      B+      "
Buffalo Trace Single Oak Barrel 63,"
      B-      "
Buffalo Trace Single Oak Barrel 67,"
      B      "
Buffalo Trace Single Oak Barrel 68,"
      B      "
Buffalo Trace Single Oak Barrel 72,"
      C+      "
Buffalo Trace Single Oak Barrel 74,"
      B-      "
Buffalo Trace Single Oak Barrel 78,"
      B-      "
Buffalo Trace Single Oak Barrel 8,"
      B-      "
Buffalo Trace Single Oak Barrel 88,"
      B-      "
Buffalo Trace Single Oak Barrel 93,"
      B-      "
Buffalo Trace Single Oak Barrel 95,"
      B-      "
Buffalo Trace Single Oak Barrel 99,"
      B-      "
Buffalo Trace White Dog (Mash #1),"
      B-      "
Bulleit 10 Year Old Bourbon,"
      B      "
Bulleit Bourbon,"
      C+      "
Bulleit Rye,"
      B-      "
Bunnahabhain 10 2001 Chieftain's,"
      B      "
Bunnahabhain 12,"
      B-      "
Bunnahabhain 18,"
      B      "
Bunnahabhain 1965,"
      B+      "
Bunnahabhain 1967 Duncan Taylor,"
      B      "
Bunnahabhain 1967 Duncan Taylor Cask 3324,"
      B+      "
Bunnahabhain 1967 Whisky Agency Private Stock,"
      B      "
Bunnahabhain 1968 Auld Acquaintance,"
      B+      "
Bunnahabhain 1973 Archives,"
      B      "
Bunnahabhain 1973 Archives,"
      A-      "
Bunnahabhain 1974 Perfect Dram,"
      A-      "
Bunnahabhain 1975 Scott's Selection,"
      B-      "
Bunnahabhain 1978 DL Platinum Old & Rare,"
      B      "
Bunnahabhain 1978 Signatory Vintage,"
      B+      "
Bunnahabhain 1979 Signatory,"
      B      "
Bunnahabhain 1979 Signatory Vintage,"
      B+      "
Bunnahabhain 1980 James MacArthur,"
      C+      "
Bunnahabhain 1980 Malt Trust,"
      B+      "
Bunnahabhain 1988 Malt Trust,"
      B+      "
Bunnahabhain 1989 Faultline for K&L,"
      C+      "
Bunnahabhain 1990 Nectar of the Daily Drams,"
      B      "
Bunnahabhain 1991 A.D Rattray,"
      B+      "
Bunnahabhain 1991 MacPhail's Collection,"
      B-      "
Bunnahabhain 1997 Chieftain's,"
      B+      "
Bunnahabhain 1997 Signatory,"
      B-      "
Bunnahabhain 1998 Adelphi,"
      B      "
Bunnahabhain 2001 Liquid Library,"
      B+      "
Bunnahabhain 2001 The Whisky Agency,"
      B-      "
Bunnahabhain 23 Burns Malt,"
      C+      "
Bunnahabhain 25,"
      B-      "
Bunnahabhain 34 yr,"
      B      "
Bunnahabhain 35 La Maison Du Whisky,"
      B      "
Bunnahabhain 4yr Battlehill,"
      B      "
Bunnahabhain 9yr Battlehill,"
      C+      "
Bunnahabhain Jubilee Malt (for The Whisky Barrel),"
      B      "
"Bunnahabhain Jubilee Malt II (""Extra Regal"") for The Whisky Barrel","
      C+      "
Bunnahabhain Pedro Ximenez Finish Limited Release,"
      B-      "
Burns Nectar,"
      B+      "
Burnside 1988 A.D. Rattray,"
      B      "
Burnside Bourbon,"
      B-      "
Bushmill's 10,"
      B-      "
Bushmill's Black Bush,"
      C+      "
"Bushmill's Single Cask, No. 7430","
      A-      "
Bushmill's White Label a.k.a. White Bush,"
      C      "
Bushmills 16,"
      B+      "
Bushmills 1608,"
      C+      "
Bushmills 21,"
      B+      "
Cabin Still,"
      C-      "
Cabin Still (1980s),"
      C+      "
Cadenhead Creations 20yr Batch 1,"
      C+      "
Cadenhead Creations Rich Fruity Sherry Wood 36 Year Old,"
      B+      "
Cadenhead's Campbeltown 3 Bond,"
      A      "
"Caledonian ""The Cally"" 40 (2015 Diageo Special Releases)","
      B-      "
California Moonshine,"
      D      "
Calumet Farm,"
      C      "
Cambus 1991 Whisky Broker 25 Year Old,"
      B+      "
Cameronbridge 1978 Duncan Taylor Cask 4,"
      B+      "
Cameronbridge 1979 Duncan Taylor,"
      B-      "
Campbeltown Loch 21,"
      B-      "
Campbeltown Loch 25,"
      B      "
Canadian Club 100% Rye,"
      C      "
Canadian Club 6yo,"
      D+      "
Canadian Club Classic ,"
      B-      "
Canadian Club Sherry Cask,"
      C+      "
Caol Ila 10 Medoc Finish Chieftains,"
      B-      "
Caol Ila 10 Old Malt Cask,"
      B-      "
Caol Ila 12,"
      B      "
"Caol Ila 12 ""Unpeated Style""","
      B-      "
Caol Ila 16 Sestante,"
      B+      "
Caol Ila 18,"
      B      "
Caol Ila 19 G&M for Intertrade,"
      B+      "
Caol Ila 1969 G&M for Meregalli,"
      B+      "
Caol Ila 1974 Signatory,"
      B      "
Caol Ila 1975 Rare Malts,"
      B+      "
Caol Ila 1977 Rare Malts,"
      B+      "
Caol Ila 1979  Whisky Agency and Nectar,"
      B+      "
Caol Ila 1979 Berry Own Selection,"
      A-      "
Caol Ila 1979 Mackillop's Choice,"
      B-      "
Caol Ila 1979 Malts of Scotland,"
      B+      "
Caol Ila 1980 Bladnoch Forum,"
      B+      "
Caol Ila 1980 Sovereign K&L,"
      B+      "
Caol Ila 1981 Duncan Taylor,"
      B      "
Caol Ila 1981 Scott's Selection,"
      B+      "
Caol Ila 1982 Connoisseurs Choice,"
      B-      "
Caol Ila 1982 Duncan Taylor,"
      B+      "
Caol Ila 1982 Gordon & Machphail,"
      B      "
Caol Ila 1983 Frisky Whisky,"
      B+      "
Caol Ila 1983 Signatory (for K&L),"
      B      "
Caol Ila 1983 Signatory CS Cask #5286,"
      B      "
Caol Ila 1983 Silver Seal,"
      A-      "
Caol Ila 1983 Silver Seal,"
      B+      "
Caol Ila 1984 Adelphi,"
      A-      "
Caol Ila 1984 Bladnoch,"
      B      "
Caol Ila 1984 Cadenhead's,"
      B+      "
Caol Ila 1984 Dewar Rattray,"
      B      "
Caol Ila 1984 Jewels of Scotland,"
      B-      "
Caol Ila 1984 Old Malt Cask (The Whisky Barrel),"
      A-      "
Caol Ila 1984 Scott's Selection,"
      A-      "
Caol Ila 1989 Signatory,"
      B      "
Caol Ila 1990 McGibbon's Provenance,"
      B      "
Caol Ila 1990 Murray McDavid Mission,"
      B+      "
Caol Ila 1990 Murray McDavid Mission,"
      B      "
Caol Ila 1990 Signatory,"
      B      "
Caol Ila 1990 Signatory (Binny's),"
      A-      "
Caol Ila 1991 Murray McDavid,"
      B-      "
Caol Ila 1991 Single Malts of Scotland,"
      B      "
Caol Ila 1992 Blackadder Raw Cask,"
      B+      "
Caol Ila 1992 Signatory (Cask 06/558/2),"
      B      "
Caol Ila 1992 Signatory Cask Strength,"
      B      "
Caol Ila 1992 Signatory Vintage,"
      B      "
"Caol Ila 1992 The Whisky Agency ""Moody Lions""","
      B      "
Caol Ila 1993 Murray McDavid,"
      B      "
Caol Ila 1993 Nectar of the Daily Drams,"
      B+      "
Caol Ila 1994 Connoisseur's Choice,"
      C+      "
Caol Ila 1995 Old Masters,"
      B      "
Caol Ila 1995 Signatory,"
      B-      "
Caol Ila 1996 La Maison du Whisky,"
      B      "
Caol Ila 1996 Montgomerie's Rare Select,"
      B      "
Caol Ila 1996 Sovereign (for K&L),"
      B      "
Caol Ila 1997 Chieftain's ,"
      B      "
Caol Ila 1998 Gordon & MacPhail Private Collection,"
      B      "
Caol Ila 1999 Gordon & MacPhail,"
      B+      "
Caol Ila 1999 Signatory (Binny's),"
      B      "
Caol Ila 2000 Berrys,"
      B+      "
Caol Ila 2000 Murray McDavid,"
      C+      "
Caol Ila 2004 Gordon & MacPhail,"
      B-      "
Caol Ila 2006 Alexander Murray,"
      B-      "
Caol Ila 2006 Carn Mor,"
      B      "
Caol Ila 2008 Hepburn's Choice,"
      B      "
Caol Ila 24 G&M for The Whisky Shop,"
      B+      "
Caol Ila 25,"
      B      "
Caol Ila 8 Unpeated Style,"
      B      "
Caol Ila Cl1 Elements of Islay,"
      B      "
Caol Ila Distillers Edition 1996,"
      B      "
Caol Ila Natural Cask Strength,"
      B      "
Caol Ila SMWS 53.88,"
      B-      "
Caol Ila Stitchell Reserve Unpeated,"
      B      "
Caoll Ila 1984 Local AI,"
      B+      "
Caperdonich 1968 Connoisseurs Choice,"
      B+      "
Caperdonich 1968 Duncan Taylor (Cask 2619),"
      B+      "
Caperdonich 1968 Lonach,"
      C+      "
Caperdonich 1968 Murray McDavid Mission,"
      B+      "
Caperdonich 1972 Connoisseurs Choice,"
      B+      "
Caperdonich 1972 Duncan Taylor,"
      B+      "
Caperdonich 1972 Duncan Taylor (cask 6735),"
      B+      "
Caperdonich 1972 Duncan Taylor (Cask 7427),"
      A-      "
Caperdonich 1972 G&M Reserve,"
      A-      "
Caperdonich 1972 Maltbarn,"
      B      "
Caperdonich 1972 Signatory,"
      B+      "
Caperdonich 1972 The Whisky Fair,"
      A-      "
Caperdonich 1972 Whisky-Fassle,"
      B+      "
Caperdonich 1992 Tony Koehl Series,"
      B      "
Caperdonich 1994 Sovereign (K&L),"
      C+      "
Caperdonich 1998 Heavily Peated Single Malts of Scotland,"
      C      "
Caperdonich Batch 2 That Boutique-y Whisky Company,"
      B-      "
Cardhu 12 ,"
      C      "
Cardhu 1974 Signatory ,"
      B      "
Cardhu 1975 Rare Malts 25yr,"
      B      "
Cardhu 1975 Signatory,"
      B+      "
Cardhu Amber Rock,"
      B-      "
Cardhu House Targaryen,"
      C      "
Caribou Crossing,"
      B      "
Carsebridge 1965 Clan Deny,"
      C+      "
Carsebridge 1976 Old Particular for K&L,"
      B      "
Carsebridge G4.10 SMWS,"
      C+      "
Cask Islay No. 1,"
      B-      "
Catoctin Creek Rye 2011 Single Cask Nation,"
      C+      "
Celtic Nations,"
      B      "
Charbay Double Barrel Whiskey Release I,"
      A-      "
Charbay S (D&M),"
      B      "
Charbay Whiskey LAWS Edition,"
      ?      "
Charbay Whiskey Release II,"
      B+      "
Charbay Whiskey Release III,"
      A-      "
Charred Oak Bourbon,"
      B-      "
Chatoe Rogue,"
      B-      "
Chichibu 2009 Cask 609,"
      B-      "
Chichibu Chibidaru for La Maison du Whisky,"
      B-      "
Chichibu Newborn Heavily Peated,"
      B      "
Chichibu Peated 2015 Release,"
      B+      "
Chichibu The First 2008 (non-USA),"
      B-      "
Chichibu The First Aged 3 years (US),"
      B-      "
Chieftain's Mortlach 1995,"
      B      "
Chivas Century of Malts,"
      B-      "
Chivas Regal 12,"
      C-      "
Chivas Regal 18,"
      B      "
Chivas Regal 25,"
      B      "
Chivas Regal Royal Salute,"
      B      "
Classic of Islay 21,"
      B-      "
Classic of Islay 26,"
      B-      "
Clontarf 1014,"
      B-      "
Clontarf Single Malt,"
      B      "
Cluny,"
      D+      "
Clynelish  1976 Murray McDavid Mission,"
      B+      "
Clynelish 12 Ainslie & Heilbron,"
      B-      "
Clynelish 14,"
      B      "
Clynelish 18 Year Old Duncan Taylor,"
      B      "
Clynelish 1965 Corti Brothers,"
      B+      "
Clynelish 1969 G&M,"
      B+      "
Clynelish 1971 Old Malt Cask,"
      B+      "
Clynelish 1972 G&M,"
      A-      "
Clynelish 1972 Rare Malt,"
      A-      "
Clynelish 1972 Rare Malts,"
      B      "
Clynelish 1972 Single Malts of Scotland,"
      B      "
Clynelish 1974 Rare Malt,"
      B      "
Clynelish 1981 Manager's Dram,"
      A-      "
Clynelish 1982 A.D. Rattray K&L,"
      B+      "
Clynelish 1982 Cadenhead's,"
      B+      "
Clynelish 1982 Single Malts of Scotland,"
      B-      "
Clynelish 1982 SMOS,"
      B      "
Clynelish 1983 SMWS 26.75,"
      B      "
Clynelish 1984 Glenhaven,"
      A-      "
Clynelish 1984 Signatory,"
      B-      "
Clynelish 1988 Hart Brothers ,"
      C+      "
Clynelish 1989 Malts of Scotland,"
      B-      "
Clynelish 1989 Whisky Agency,"
      B+      "
Clynelish 1990 Signatory,"
      C-      "
Clynelish 1991 Van Wees The Ultimate 21 yo,"
      B-      "
Clynelish 1995 Murray McDavid,"
      B-      "
Clynelish 1995 Signatory,"
      B      "
Clynelish 1995 Signatory CS for TWE,"
      B-      "
Clynelish 1995 Single Malts of Scotland,"
      B+      "
Clynelish 1996 A.D. Rattray for  K&L Wines,"
      B      "
Clynelish 1996 Signatory (The Whisky Exchange),"
      B      "
Clynelish 1996 Signatory Cask 6514,"
      B+      "
Clynelish 1997 Berrys,"
      B-      "
Clynelish 1997 Burns Malt,"
      B      "
Clynelish 1997 Exclusive Malts,"
      B+      "
Clynelish 1998 Gordon & Macphail,"
      B      "
Clynelish 1998 Signatory Cask 2463,"
      B-      "
Clynelish 1998 Signatory Vintage,"
      C+      "
Clynelish 1999 G&M,"
      B      "
"Clynelish 2008 10 Year Old  ""Signatory"" K&L Exclusive","
      B+      "
Clynelish 2008 Signatory Vintage for Binny's,"
      B      "
Clynelish 21 Chieftain's K&L,"
      B      "
Clynelish 37 Year TWE 10th Anniversary,"
      B+      "
Clynelish House Tyrell,"
      C+      "
Clynelish Select Reserve (2015 Diageo Special Releases),"
      B      "
Clynelish SMWS 26.39,"
      B+      "
Clynelish SMWS 26.49,"
      B+      "
Clynelish Van Wees The Ultimate 23 yo,"
      B+      "
Coepenick Collection No. 6,"
      B+      "
Coleburn 1972 Connoisseurs Choice,"
      B-      "
Coleburn 1983 A.D. Rattray (Chateau Louis),"
      B+      "
Coleburn 1983 Signatory Vintage,"
      B+      "
Collectivum XXVIII (Special Release 2017) ,"
      B+      "
Collector's Item 1955/1975,"
      B+      "
Collier and McKeel Tennessee Whiskey,"
      C-      "
Colonel Tyson's (1916/1923),"
      C-      "
Colorado Gold,"
      C+      "
Colorado Straight Bourbon Batch 50,"
      B      "
Compass Box 5th and Harrison,"
      B      "
Compass Box Asyla,"
      C+      "
Compass Box Double Single,"
      B+      "
"Compass Box Flaming Heart, Fourth Edition","
      B      "
"Compass Box Flaming Heart, Third Edition","
      B+      "
Compass Box Hedonism (2002),"
      C+      "
Compass Box Hedonism (3rd Release),"
      C      "
Compass Box Hedonism 2nd Edition,"
      C+      "
Compass Box Hedonism Maximus  ,"
      B+      "
Compass Box Lady Luck,"
      B      "
Compass Box Oak Cross - White Label,"
      B      "
Compass Box Peat Monster,"
      B      "
Compass Box The General,"
      B+      "
Compass Box The Lost Blend,"
      B      "
Compass Box The Spice Tree,"
      B-      "
Compass Box The Spice Tree (1st Release),"
      B      "
Compass Box Tobias and the Angel,"
      A-      "
Concannon Irish Whiskey,"
      B-      "
Connemara 12 Peated Single Malt,"
      C+      "
Connemara 22yr,"
      B      "
Connemara Bog Oak,"
      B-      "
Connemara Cask Strength Peated Single Malt ,"
      B-      "
Connemara Peated Single Malt,"
      C      "
Connemara Turf Mor,"
      B-      "
Convalmore 1969 Connoisseurs Choice,"
      C-      "
Convalmore 1978 Rare Malts,"
      B+      "
"Convalmore 1984 Gordon & MacPhail, Cask 1538 ","
      B      "
"Convalmore 1984 Gordon & MacPhail, Cask 1798","
      B      "
Convalmore 31yo Cadenhead's,"
      B      "
Cooley 2003 Cadenhead's,"
      B      "
Cooley 2004 Villa Konthor,"
      C-      "
Copper Fox Rye Whisky,"
      B-      "
Coppersea Green Malt Rye,"
      B-      "
"Corsair ""Buck Yeah"" American Whiskey","
      B-      "
Corsair Citra Double IPA,"
      B      "
Corsair Experimental Rasputin Hopped,"
      B      "
Corsair Mosaic,"
      B+      "
Corsair Oatrage Oat Whiskey,"
      C+      "
Corsair Ryemageddon American Rye Whiskey,"
      B      "
Corsair Triple Smoke,"
      C+      "
Corsair Wry Moon,"
      C+      "
Corti Brothers Exquisite Whiskey,"
      C+      "
Corti Brothers Good Honest Whiskey,"
      B      "
Country Gentleman (1917/1932),"
      C-      "
Cradle Mountain 18yr Cadenhead's,"
      B      "
Cragganmore 12,"
      C+      "
Cragganmore 1966 Secret Stills No: 2.2  ,"
      B      "
Cragganmore 1978 Cask,"
      B+      "
Cragganmore 1989 Faultline (for k&l),"
      C-      "
Cragganmore 1993 Old Masters,"
      B-      "
Cragganmore 1997 Signatory,"
      B-      "
Cragganmore 1997 Signatory Unchillfiltered,"
      C      "
Cragganmore 1999 SMWS 37.46,"
      B-      "
Cragganmore 2001 Distillers Edition,"
      B-      "
Cragganmore 21 ,"
      B-      "
Craigduff 1973 Signatory,"
      B      "
Craigellachie 13,"
      B      "
Craigellachie 1982 Scott's Selection,"
      B+      "
Craigellachie 1989 Connisseurs Choice,"
      B      "
Craigellachie 1991 A.D. Rattray,"
      B-      "
Craigellachie 1994 SMWS 44.43,"
      B      "
Craigellachie 1995 Distiller's Art,"
      B+      "
Craigellachie 1995 Hepburn's Choice,"
      B-      "
Craigellachie 2002 A.D. Rattray,"
      B-      "
Craigellachie 2002 Malts of Scotland,"
      B      "
Craigellachie 23 Year Old,"
      B      "
Craiglodge 1992 Distillery Select,"
      B-      "
Craiglodge 1998 Distillery Select,"
      C+      "
Cream of Kentucky Deluxe,"
      B-      "
Croftengea 1997 Distillery Select,"
      B-      "
Crown Royal,"
      C      "
Crown Royal Black,"
      B-      "
Crown Royal Hand Selected Barrel,"
      C+      "
Crown Royal Northern Harvest Rye,"
      C+      "
Crown Royal Reserve Canadian Whisky,"
      C-      "
Crown Royal Special Reserve,"
      B      "
Crown Royal XR LaSalle,"
      C-      "
Crown Royal XR Waterloo,"
      B      "
Cu Dhub,"
      C      "
Cut Spike Single Malt,"
      C+      "
Cutty Sark,"
      D      "
Cutty Sark 12 (1979),"
      C      "
Cutty Sark 18,"
      B      "
Dailuaine 1962 Cadenhead,"
      B      "
Dailuaine 1962 Cadenhead's (22yr),"
      B      "
Dailuaine 1962 Cadenhead's (27yr),"
      C+      "
Dailuaine 1974 Berry's Own,"
      B+      "
Dailuaine 1980 SMWS 41.43,"
      B      "
Dailuaine 1983 Chieftains's K&L Exclusive,"
      B+      "
Dailuaine 1992 Whisky Mercenary,"
      B      "
Dailuaine 1993 Connoisseurs Choice,"
      B-      "
Dailuaine 1997 Van Wees The Ultimate,"
      B      "
Dailuaine 34 (2015 Diageo Special Releases),"
      B+      "
Dailuaine SMWS 41.39,"
      B      "
Dallas Dhu 12 Gordon & MacPhail,"
      B      "
Dallas Dhu 1962 Cadenhead,"
      A-      "
Dallas Dhu 1969 Connoisseurs Choice,"
      B      "
Dallas Dhu 1970 Rare Malts,"
      B+      "
Dallas Dhu 1972 Connoisseurs Choice,"
      B+      "
Dallas Dhu 1972 Connoisseurs Choice,"
      B      "
Dallas Dhu 1975 Signatory (#1898),"
      B+      "
Dallas Dhu 1975 Signatory (Binny's),"
      A-      "
Dallas Dhu 1975 Signatory (Cask 1899),"
      B      "
Dallas Dhu 1975 Signatory (Cask 2356),"
      B+      "
Dallas Dhu 1976 Old Malt Cask,"
      A-      "
Dallas Dhu 1978 Cask 02/562,"
      B+      "
Dallas Dhu 1979 Cadenhead's Chairman's Stock,"
      A-      "
Dallas Dhu 1979 Signatory,"
      A-      "
Dallas Dhu 1979 Signatory (#1390),"
      B-      "
Dallas Dhu 1980 Signatory CS,"
      B      "
Dallas Dhu 1980 The Ultimate,"
      B      "
Dallas Dhu 1981 Provenance,"
      C      "
Dallas Dhu 1982 Gordan & Macphail,"
      B-      "
Dallas Dhu 1982 Gordon & Macphail,"
      B      "
Dalmore 10 Medoc Finish Chieftain's,"
      D-      "
"Dalmore 12 (""Old"" Version)","
      C+      "
Dalmore 12 (Late 1980's),"
      B+      "
Dalmore 12 (New Version),"
      C+      "
Dalmore 15,"
      B      "
Dalmore 18,"
      B+      "
Dalmore 1967 Sirius,"
      A      "
Dalmore 1971 Glenhaven,"
      B+      "
Dalmore 1974,"
      B      "
Dalmore 1978 Sherry Finesse,"
      C      "
Dalmore 1990 Cask No. 1,"
      B      "
Dalmore 21,"
      B-      "
Dalmore 30 Stillman's Dram,"
      B      "
Dalmore 40 Astrum,"
      A-      "
Dalmore Cigar Malt Reserve,"
      B-      "
Dalmore Distillery Exclusive Matusalem Finesse Whiskey,"
      C+      "
Dalmore Gran Reserva,"
      B-      "
Dalmore King Alexander III,"
      B      "
Dalmore Mackenzie,"
      B      "
Dalmore Valour,"
      B-      "
Dalwhinnie 15,"
      C+      "
Dalwhinnie 1995 Distiller's Edition,"
      B      "
Dalwhinnie 25 (2015 Diageo Special Releases),"
      B-      "
Dalwhinnie House Stark,"
      C+      "
Dark Horse Distillery Reunion Rye Whiskey Barrel Strength,"
      C-      "
Darkness! Aberlour 20 Year Old Pedro Ximenez Cask Finish,"
      B+      "
David Nicholson 1843 (1980's),"
      C      "
Daviess County Bourbon (circa 1982),"
      C+      "
Deanston 12,"
      B-      "
Deanston 18,"
      B      "
Deanston 1977 Cadenhead's,"
      B-      "
Deanston 1996 Signatory Vintage,"
      B-      "
Deanston 20 Year Oloroso Cask,"
      B      "
Deanston Festival 2013,"
      B      "
Deanston Toasted Oak Limited Edition,"
      B-      "
Dewar's Signature,"
      B      "
Dewar's White Label,"
      C-      "
Dimple Pinch 15,"
      C+      "
"Directors' Blend, The","
      B      "
Doble V Whisky Anejo,"
      F      "
Dougherty's Private Stock (1912/1929),"
      B-      "
Drayman's Solera,"
      C-      "
Drum Whisky,"
      C-      "
Dry Fly Washington Wheat,"
      C      "
Dufftown 1966 Cadenhead's,"
      B      "
Dufftown 1985 Signatory,"
      B      "
Dufftown 1993 Murray McDavid,"
      B-      "
Dufftown 1997 Signatory CS,"
      B      "
"Dufftown Special Release, The Singleton Of","
      B-      "
Dufftown-Glenlivet 1966 Cadenhead's,"
      A-      "
Dufftown-Glenlivet 1979 Cadenhead's,"
      B+      "
"Dufftown, The Singleton of","
      C+      "
Dun Bheagan 8 Highland,"
      C+      "
